Title,Subtitle,Region,Currency,"Base shipping price","Additional product shipping price (Tier 1)","Additional product limit (Tier 1)","Additional product shipping price (Tier 2)","Additional product limit (Tier 2)","Additional product shipping price (Tier 3)","Additional product limit (Tier 3)","Additional product shipping price (Tier 4)","Additional product limit (Tier 4)","Additional product shipping price (Tier 5)","Additional product limit (Tier 5)"
"Bags and Accessories ","All-Over Print Shopping Bag","EFTA States",USD,5.19,4.99,,,,,,,,,
"Bags and Accessories ","All-Over Print Shopping Bag",Canada,USD,4.19,3.99,,,,,,,,,
"Bags and Accessories ","All-Over Print Shopping Bag","Australia / New Zealand",USD,4.19,3.99,,,,,,,,,
"Bags and Accessories ","All-Over Print Shopping Bag",Japan,USD,4.19,3.99,,,,,,,,,
"Bags and Accessories ","All-Over Print Shopping Bag",Brazil,USD,5.19,4.99,,,,,,,,,
"Bags and Accessories ","All-Over Print Shopping Bag",Worldwide,USD,5.19,4.99,,,,,,,,,
"Bags and Accessories ","Clear Tote Bag, All-Over Print Utility Backpack",USA,USD,8.29,7.99,,,,,,,,,
"Bags and Accessories ","Clear Tote Bag, All-Over Print Utility Backpack",Europe,USD,9.29,8.99,,,,,,,,,
"Bags and Accessories ","Clear Tote Bag, All-Over Print Utility Backpack",UK,USD,9.29,8.99,,,,,,,,,
"Bags and Accessories ","Clear Tote Bag, All-Over Print Utility Backpack","EFTA States",USD,9.29,8.99,,,,,,,,,
"Bags and Accessories ","Clear Tote Bag, All-Over Print Utility Backpack",Canada,USD,8.29,7.99,,,,,,,,,
"Bags and Accessories ","Clear Tote Bag, All-Over Print Utility Backpack","Australia / New Zealand",USD,8.29,7.99,,,,,,,,,
"Bags and Accessories ","Clear Tote Bag, All-Over Print Utility Backpack",Japan,USD,8.29,7.99,,,,,,,,,
"Bags and Accessories ","Clear Tote Bag, All-Over Print Utility Backpack",Brazil,USD,9.29,8.99,,,,,,,,,
"Bags and Accessories ","Clear Tote Bag, All-Over Print Utility Backpack",Worldwide,USD,9.29,8.99,,,,,,,,,
"Bags and Accessories ","Luggage tag",USA,USD,6.19,0.99,,,,,,,,,
"Bags and Accessories ","Luggage tag",Europe,USD,14.09,6.99,,,,,,,,,
"Bags and Accessories ","Luggage tag",UK,USD,14.09,6.99,,,,,,,,,
"Bags and Accessories ","Luggage tag","EFTA States",USD,14.09,6.99,,,,,,,,,
"Bags and Accessories ","Luggage tag",Canada,USD,14.09,6.29,,,,,,,,,
"Bags and Accessories ","Luggage tag","Australia / New Zealand",USD,14.09,6.99,,,,,,,,,
"Bags and Accessories ","Luggage tag",Japan,USD,14.09,6.99,,,,,,,,,
"Bags and Accessories ","Luggage tag",Brazil,USD,14.09,6.99,,,,,,,,,
"Bags and Accessories ","Luggage tag",Worldwide,USD,14.09,6.99,,,,,,,,,
"Bags and Accessories ","Paper Gift Bag",USA,USD,5.99,0.99,,,,,,,,,
"Bags and Accessories ","Paper Gift Bag",Europe,USD,20.79,12.49,,,,,,,,,
"Bags and Accessories ","Paper Gift Bag",UK,USD,20.79,12.49,,,,,,,,,
"Bags and Accessories ","Paper Gift Bag","EFTA States",USD,20.79,12.49,,,,,,,,,
"Bags and Accessories ","Paper Gift Bag",Canada,USD,20.79,12.49,,,,,,,,,
"Bags and Accessories ","Paper Gift Bag","Australia / New Zealand",USD,20.79,12.49,,,,,,,,,
"Bags and Accessories ","Paper Gift Bag",Japan,USD,20.79,12.49,,,,,,,,,
"Bags and Accessories ","Paper Gift Bag",Brazil,USD,20.79,12.49,,,,,,,,,
"Bags and Accessories ","Paper Gift Bag",Worldwide,USD,20.79,12.49,,,,,,,,,
"Tech accessories","Phone cases, AirPods cases",USA,USD,5.19,1,,,,,,,,,
"Tech accessories","Phone cases, AirPods cases",Europe,USD,7.29,3,,,,,,,,,
"Tech accessories","Phone cases, AirPods cases",UK,USD,2.59,0.9,,,,,,,,,
"Tech accessories","Phone cases, AirPods cases","EFTA States",USD,7.29,3,,,,,,,,,
"Tech accessories","Phone cases, AirPods cases",Canada,USD,9.29,0.9,,,,,,,,,
"Tech accessories","Phone cases, AirPods cases","Australia / New Zealand",USD,8.39,1.9,,,,,,,,,
"Tech accessories","Phone cases, AirPods cases",Japan,USD,5.19,1,,,,,,,,,
"Tech accessories","Phone cases, AirPods cases",Brazil,USD,8.29,4,,,,,,,,,
"Tech accessories","Phone cases, AirPods cases",Worldwide,USD,8.29,4,,,,,,,,,
"Tech accessories","Mouse Pad",USA,USD,4.69,2,8,1.15,23,1,48,0.75,83,0.5,
"Tech accessories","Mouse Pad",Europe,USD,4.99,1.45,,,,,,,,,
"Tech accessories","Mouse Pad",UK,USD,4.59,1.5,8,1,23,0.75,48,0.5,83,0.35,
"Tech accessories","Mouse Pad","EFTA States",USD,10.39,1.1,8,1,23,0.8,48,0.6,83,0.4,
"Tech accessories","Mouse Pad",Canada,USD,7.29,1.95,8,1.4,23,1.2,48,1,83,0.8,
"Tech accessories","Mouse Pad","Australia / New Zealand",USD,7.99,1.4,,,,,,,,,
"Tech accessories","Mouse Pad",Japan,USD,4.89,2,,,,,,,,,
"Tech accessories","Mouse Pad",Brazil,USD,12.49,6,8,2.5,23,2,48,1.5,83,1,
"Tech accessories","Mouse Pad",Worldwide,USD,12.49,6,8,2.5,23,2,48,1.5,83,1,
"Tech accessories","Gaming Mouse Pad (18″ × 16″)",USA,USD,10.39,3.5,,,,,,,,,
"Tech accessories","Gaming Mouse Pad (18″ × 16″)",Europe,USD,10.99,2.5,,,,,,,,,
"Tech accessories","Gaming Mouse Pad (18″ × 16″)",UK,USD,10.39,2.5,,,,,,,,,
"Tech accessories","Gaming Mouse Pad (18″ × 16″)","EFTA States",USD,16.59,2,,,,,,,,,
"Tech accessories","Gaming Mouse Pad (18″ × 16″)",Canada,USD,12.49,3,,,,,,,,,
"Tech accessories","Gaming Mouse Pad (18″ × 16″)","Australia / New Zealand",USD,18.69,11,,,,,,,,,
"Tech accessories","Gaming Mouse Pad (18″ × 16″)",Japan,USD,15.59,2.5,,,,,,,,,
"Tech accessories","Gaming Mouse Pad (18″ × 16″)",Brazil,USD,15.59,2.5,,,,,,,,,
"Tech accessories","Gaming Mouse Pad (18″ × 16″)",Worldwide,USD,15.59,2.5,,,,,,,,,
"Tech accessories","Gaming Mouse Pad (36″ × 18″)",USA,USD,12.49,3.5,,,,,,,,,
"Tech accessories","Gaming Mouse Pad (36″ × 18″)",Europe,USD,16.59,2.5,,,,,,,,,
"Tech accessories","Gaming Mouse Pad (36″ × 18″)",UK,USD,16.59,2.5,,,,,,,,,
"Tech accessories","Gaming Mouse Pad (36″ × 18″)","EFTA States",USD,18.69,2,,,,,,,,,
"Tech accessories","Gaming Mouse Pad (36″ × 18″)",Canada,USD,16.59,3,,,,,,,,,
"Tech accessories","Gaming Mouse Pad (36″ × 18″)","Australia / New Zealand",USD,28.09,13,,,,,,,,,
"Tech accessories","Gaming Mouse Pad (36″ × 18″)",Japan,USD,16.59,2.5,,,,,,,,,
"Tech accessories","Gaming Mouse Pad (36″ × 18″)",Brazil,USD,16.59,2.5,,,,,,,,,
"Tech accessories","Gaming Mouse Pad (36″ × 18″)",Worldwide,USD,16.59,2.5,,,,,,,,,
"Tech accessories","Laptop cases",USA,USD,8.29,2.5,13,1.75,23,1.5,48,1.3,73,1.2,
"Tech accessories","Laptop cases",Europe,USD,7.29,2.4,13,2,23,1.5,48,1.2,73,1,
"Tech accessories","Laptop cases",UK,USD,7.29,2.4,13,2,23,1.5,48,1.2,73,1,
"Tech accessories","Laptop cases","EFTA States",USD,11.39,2.2,13,2,23,1.7,48,1.3,73,1.1,
"Tech accessories","Laptop cases",Canada,USD,9.79,2.35,13,1.9,23,1.7,48,1.5,73,1.2,
"Tech accessories","Laptop cases","Australia / New Zealand",USD,12.49,2.25,,,,,,,,,
"Tech accessories","Laptop cases",Japan,USD,7.89,2.6,,,,,,,,,
"Tech accessories","Laptop cases",Brazil,USD,17.69,8,13,4.25,23,3.5,48,2.75,73,2,
"Tech accessories","Laptop cases",Worldwide,USD,17.69,8,13,4.25,23,3.5,48,2.75,73,2,
Footwear,"Flip flops",USA,USD,4.69,2,8,1.15,23,1,48,0.75,83,0.5,
Footwear,"Flip flops",Europe,USD,4.99,1.45,,,,,,,,,
Footwear,"Flip flops",UK,USD,4.59,1.5,8,1,23,0.75,48,0.5,83,0.35,
Footwear,"Flip flops","EFTA States",USD,10.39,1.1,8,1,23,0.8,48,0.6,83,0.4,
Footwear,"Flip flops",Canada,USD,7.29,1.95,8,1.4,23,1.2,48,1,83,0.8,
Footwear,"Flip flops","Australia / New Zealand",USD,7.99,1.4,,,,,,,,,
Footwear,"Flip flops",Japan,USD,4.89,2,,,,,,,,,
Footwear,"Flip flops",Brazil,USD,12.49,6,8,2.5,23,2,48,1.5,83,1,
Footwear,"Flip flops",Worldwide,USD,12.49,6,8,2.5,23,2,48,1.5,83,1,
Footwear,"High top canvas shoes, slides, slip-on canvas shoes, lace-up canvas shoes, and athletic shoes",USA,USD,9.29,8.99,,,,,,,,,
Footwear,"High top canvas shoes, slides, slip-on canvas shoes, lace-up canvas shoes, and athletic shoes",Europe,USD,10.19,9.79,,,,,,,,,
Footwear,"High top canvas shoes, slides, slip-on canvas shoes, lace-up canvas shoes, and athletic shoes",UK,USD,9.59,9.19,,,,,,,,,
Footwear,"High top canvas shoes, slides, slip-on canvas shoes, lace-up canvas shoes, and athletic shoes","EFTA States",USD,11.29,10.89,,,,,,,,,
Footwear,"High top canvas shoes, slides, slip-on canvas shoes, lace-up canvas shoes, and athletic shoes",Canada,USD,9.49,9.05,,,,,,,,,
Footwear,"High top canvas shoes, slides, slip-on canvas shoes, lace-up canvas shoes, and athletic shoes","Australia / New Zealand",USD,9.29,8.99,,,,,,,,,
Footwear,"High top canvas shoes, slides, slip-on canvas shoes, lace-up canvas shoes, and athletic shoes",Japan,USD,9.29,8.99,,,,,,,,,
Footwear,"High top canvas shoes, slides, slip-on canvas shoes, lace-up canvas shoes, and athletic shoes",Brazil,USD,10.19,9.79,,,,,,,,,
"Aprons and towels","Embroidered aprons, socks, hand towels",USA,USD,4.69,2,8,1.15,23,1,48,0.75,83,0.5,
"Aprons and towels","Embroidered aprons, socks, hand towels",Europe,USD,4.99,1.45,,,,,,,,,
"Aprons and towels","Embroidered aprons, socks, hand towels",UK,USD,4.59,1.5,8,1,23,0.75,48,0.5,83,0.35,
"Aprons and towels","Embroidered aprons, socks, hand towels","EFTA States",USD,10.39,1.1,8,1,23,0.8,48,0.6,83,0.4,
"Aprons and towels","Embroidered aprons, socks, hand towels",Canada,USD,7.29,1.95,8,1.4,23,1.2,48,1,83,0.8,
"Aprons and towels","Embroidered aprons, socks, hand towels","Australia / New Zealand",USD,7.99,1.4,,,,,,,,,
"Aprons and towels","Embroidered aprons, socks, hand towels",Japan,USD,4.89,2,,,,,,,,,
"Aprons and towels","Embroidered aprons, socks, hand towels",Brazil,USD,12.49,6,8,2.5,23,2,48,1.5,83,1,
"Aprons and towels","Embroidered aprons, socks, hand towels",Worldwide,USD,12.49,6,8,2.5,23,2,48,1.5,83,1,
"Aprons and towels","Beach Towels, Cotton Towels, Bath Mats",USA,USD,8.29,2.5,13,1.75,23,1.5,48,1.3,73,1.2,
"Aprons and towels","Beach Towels, Cotton Towels, Bath Mats",Europe,USD,7.29,2.4,13,2,23,1.5,48,1.2,73,1,
"Aprons and towels","Beach Towels, Cotton Towels, Bath Mats",UK,USD,7.29,2.4,13,2,23,1.5,48,1.2,73,1,
"Aprons and towels","Beach Towels, Cotton Towels, Bath Mats","EFTA States",USD,11.39,2.2,13,2,23,1.7,48,1.3,73,1.1,
"Aprons and towels","Beach Towels, Cotton Towels, Bath Mats",Canada,USD,9.79,2.35,13,1.9,23,1.7,48,1.5,73,1.2,
"Aprons and towels","Beach Towels, Cotton Towels, Bath Mats","Australia / New Zealand",USD,12.49,2.25,,,,,,,,,
"Aprons and towels","Beach Towels, Cotton Towels, Bath Mats",Japan,USD,7.89,2.6,,,,,,,,,
"Aprons and towels","Beach Towels, Cotton Towels, Bath Mats",Brazil,USD,17.69,8,13,4.25,23,3.5,48,2.75,73,2,
"Aprons and towels","Beach Towels, Cotton Towels, Bath Mats",Worldwide,USD,17.69,8,13,4.25,23,3.5,48,2.75,73,2,
"Aprons and towels","All-Over Print Apron",USA,USD,5.69,2.5,,,,,,,,,
"Aprons and towels","All-Over Print Apron",Europe,USD,9.29,3,,,,,,,,,
"Aprons and towels","All-Over Print Apron",UK,USD,7.79,2.5,,,,,,,,,
"Aprons and towels","All-Over Print Apron","EFTA States",USD,15.09,3,,,,,,,,,
"Aprons and towels","All-Over Print Apron",Canada,USD,12.49,3,,,,,,,,,
"Aprons and towels","All-Over Print Apron","Australia / New Zealand",USD,13.99,5.5,,,,,,,,,
"Aprons and towels","All-Over Print Apron",Japan,USD,14.49,6,,,,,,,,,
"Aprons and towels","All-Over Print Apron",Brazil,USD,13.99,5.5,,,,,,,,,
"Aprons and towels","All-Over Print Apron",Worldwide,USD,13.99,5.5,,,,,,,,,
"Aprons and towels","Golf towel",USA,USD,5.69,2.5,,,,,,,,,
"Aprons and towels","Golf towel",Europe,USD,9.29,3,,,,,,,,,
"Aprons and towels","Golf towel",UK,USD,7.79,2.5,,,,,,,,,
"Aprons and towels","Golf towel","EFTA States",USD,15.09,3,,,,,,,,,
"Aprons and towels","Golf towel",Canada,USD,12.49,3,,,,,,,,,
"Aprons and towels","Golf towel","Australia / New Zealand",USD,13.99,5.5,,,,,,,,,
"Aprons and towels","Golf towel",Japan,USD,14.49,6,,,,,,,,,
"Aprons and towels","Golf towel",Brazil,USD,13.99,5.5,,,,,,,,,
"Aprons and towels","Golf towel",Worldwide,USD,13.99,5.5,,,,,,,,,
Mugs,"White mugs, Black Mugs (11oz)",USA,USD,6.69,3.5,4,2,13,1.5,23,1,48,1,
Mugs,"White mugs, Black Mugs (11oz)",Europe,USD,5.39,2.05,4,1.5,13,1.25,23,1,48,1.05,
Mugs,"White mugs, Black Mugs (11oz)",UK,USD,5.19,1.25,4,1,13,1,23,1,48,1,
Mugs,"White mugs, Black Mugs (11oz)","EFTA States",USD,10.79,1.75,4,1.5,13,1.25,23,1,48,1,
Mugs,"White mugs, Black Mugs (11oz)",Canada,USD,8.09,4.7,4,4.5,13,3.75,23,3,48,3.35,
Mugs,"White mugs, Black Mugs (11oz)","Australia / New Zealand",USD,8.69,3.65,4,1.5,13,1.25,23,1,48,1.05,
Mugs,"White mugs, Black Mugs (11oz)",Japan,USD,4.99,1.6,4,1.5,13,1.25,23,1,48,1,
Mugs,"White mugs, Black Mugs (11oz)",Brazil,USD,12.49,6.5,4,4.5,13,3.5,23,2.5,48,2.05,
Mugs,"White mugs, Black Mugs (11oz)",Worldwide,USD,12.49,6.5,4,4.5,13,3.5,23,2.5,48,2.05,
Mugs,"White mugs, Black Mugs (15oz)",USA,USD,7.29,4,4,2,13,1.5,23,1,48,1,
Mugs,"White mugs, Black Mugs (15oz)",Europe,USD,6.09,2.05,4,1.5,13,1.25,23,1,48,1.05,
Mugs,"White mugs, Black Mugs (15oz)",UK,USD,6.09,1.75,4,1.5,13,1.25,23,1,48,1.05,
Mugs,"White mugs, Black Mugs (15oz)","EFTA States",USD,11.49,1.65,4,1.5,13,1.25,23,1,48,1,
Mugs,"White mugs, Black Mugs (15oz)",Canada,USD,8.69,5.15,4,4.5,13,3.75,23,3,48,3.35,
Mugs,"White mugs, Black Mugs (15oz)","Australia / New Zealand",USD,9.59,4.1,4,1.5,13,1.25,23,1,48,1.05,
Mugs,"White mugs, Black Mugs (15oz)",Japan,USD,6.49,2.05,,,,,,,,,
Mugs,"White mugs, Black Mugs (15oz)",Brazil,USD,13.59,7,4,4.5,13,3.5,23,2.5,48,2.05,
Mugs,"White mugs, Black Mugs (15oz)",Worldwide,USD,13.59,7,4,4.5,13,3.5,23,2.5,48,2.05,
Mugs,"White mugs (20oz)",USA,USD,8.79,2.5,,,,,,,,,
Mugs,"White mugs (20oz)",Europe,USD,6.49,2.5,,,,,,,,,
Mugs,"White mugs (20oz)",UK,USD,7.59,3.95,,,,,,,,,
Mugs,"White mugs (20oz)","EFTA States",USD,7.59,2.5,,,,,,,,,
Mugs,"White mugs (20oz)",Canada,USD,11.89,3.5,,,,,,,,,
Mugs,"White mugs (20oz)","Australia / New Zealand",USD,16.09,11,,,,,,,,,
Mugs,"White mugs (20oz)",Japan,USD,13.99,13,,,,,,,,,
Mugs,"White mugs (20oz)",Brazil,USD,19.39,7.65,,,,,,,,,
Mugs,"White mugs (20oz)",Worldwide,USD,19.39,7.65,,,,,,,,,
Mugs,"Enamel mugs",USA,USD,4.69,2,8,1.15,23,1,48,0.75,83,0.5,
Mugs,"Enamel mugs",Europe,USD,4.99,1.45,,,,,,,,,
Mugs,"Enamel mugs",UK,USD,4.59,1.5,8,1,23,0.75,48,0.5,83,0.35,
Mugs,"Enamel mugs","EFTA States",USD,10.39,1.1,8,1,23,0.8,48,0.6,83,0.4,
Mugs,"Enamel mugs",Canada,USD,7.29,1.95,8,1.4,23,1.2,48,1,83,0.8,
Mugs,"Enamel mugs","Australia / New Zealand",USD,7.99,1.4,,,,,,,,,
Mugs,"Enamel mugs",Japan,USD,4.89,2,,,,,,,,,
Mugs,"Enamel mugs",Brazil,USD,12.49,6,8,2.5,23,2,48,1.5,83,1,
Mugs,"Enamel mugs",Worldwide,USD,12.49,6,8,2.5,23,2,48,1.5,83,1,
Mugs,Coasters,USA,USD,4.09,0.75,4,0.6,13,0.5,23,0.4,48,0.3,
Mugs,Coasters,Europe,USD,4.29,1.15,4,0.6,13,0.5,23,0.4,48,0.3,
Mugs,Coasters,UK,USD,4.29,0.9,4,0.6,13,0.5,23,0.4,48,0.3,
Mugs,Coasters,"EFTA States",USD,9.89,0.8,4,0.6,13,0.5,23,0.4,48,0.3,
Mugs,Coasters,Canada,USD,6.89,1.1,4,0.9,13,0.7,23,0.5,48,0.3,
Mugs,Coasters,"Australia / New Zealand",USD,8.39,1.5,4,0.8,13,0.6,23,0.5,48,0.4,
Mugs,Coasters,Japan,USD,5.19,1,4,0.8,13,0.6,23,0.5,48,0.4,
Mugs,Coasters,Brazil,USD,7.29,3,4,0.8,13,0.6,23,0.5,48,0.4,
Mugs,Coasters,Worldwide,USD,7.29,3,4,0.8,13,0.6,23,0.5,48,0.4,
"Cards, stickers, and embroidered patches","Postcards, stickers",USA,USD,4.49,0.05,,,,,,,,,
"Cards, stickers, and embroidered patches","Postcards, stickers",Europe,USD,4.29,0.1,,,,,,,,,
"Cards, stickers, and embroidered patches","Postcards, stickers",UK,USD,4.29,0.1,,,,,,,,,
"Cards, stickers, and embroidered patches","Postcards, stickers","EFTA States",USD,10.39,0.05,,,,,,,,,
"Cards, stickers, and embroidered patches","Postcards, stickers",Canada,USD,5.19,0.1,,,,,,,,,
"Cards, stickers, and embroidered patches","Postcards, stickers","Australia / New Zealand",USD,5.89,0.1,,,,,,,,,
"Cards, stickers, and embroidered patches","Postcards, stickers",Japan,USD,2.99,0.08,,,,,,,,,
"Cards, stickers, and embroidered patches","Postcards, stickers",Brazil,USD,8.29,0.25,,,,,,,,,
"Cards, stickers, and embroidered patches","Postcards, stickers",Worldwide,USD,8.29,0.25,,,,,,,,,
"Cards, stickers, and embroidered patches","Stickers with sizes (in): 15x3.75",USA,USD,4.69,0.15,,,,,,,,,
"Cards, stickers, and embroidered patches","Stickers with sizes (in): 15x3.75",Europe,USD,4.29,0.07,,,,,,,,,
"Cards, stickers, and embroidered patches","Stickers with sizes (in): 15x3.75",UK,USD,4.29,0.07,,,,,,,,,
"Cards, stickers, and embroidered patches","Stickers with sizes (in): 15x3.75","EFTA States",USD,10.39,0.07,,,,,,,,,
"Cards, stickers, and embroidered patches","Stickers with sizes (in): 15x3.75",Canada,USD,7.99,0.1,,,,,,,,,
"Cards, stickers, and embroidered patches","Stickers with sizes (in): 15x3.75","Australia / New Zealand",USD,9.89,0.1,,,,,,,,,
"Cards, stickers, and embroidered patches","Stickers with sizes (in): 15x3.75",Japan,USD,9.29,0.15,,,,,,,,,
"Cards, stickers, and embroidered patches","Stickers with sizes (in): 15x3.75",Brazil,USD,9.49,0.1,,,,,,,,,
"Cards, stickers, and embroidered patches","Stickers with sizes (in): 15x3.75",Worldwide,USD,9.49,0.1,,,,,,,,,
"Cards, stickers, and embroidered patches","Pin Buttons",USA,USD,4.69,0.99,,,,,,,,,
"Cards, stickers, and embroidered patches","Pin Buttons",Europe,USD,8.29,0.99,,,,,,,,,
"Cards, stickers, and embroidered patches","Pin Buttons",UK,USD,10.39,0.99,,,,,,,,,
"Cards, stickers, and embroidered patches","Pin Buttons","EFTA States",USD,7.79,0.99,,,,,,,,,
"Cards, stickers, and embroidered patches","Pin Buttons",Canada,USD,7.79,0.99,,,,,,,,,
"Cards, stickers, and embroidered patches","Pin Buttons","Australia / New Zealand",USD,7.79,2.49,,,,,,,,,
"Cards, stickers, and embroidered patches","Pin Buttons",Japan,USD,6.19,1.49,,,,,,,,,
"Cards, stickers, and embroidered patches","Pin Buttons",Brazil,USD,7.29,2.49,,,,,,,,,
"Cards, stickers, and embroidered patches","Pin Buttons",Worldwide,USD,7.29,2.49,,,,,,,,,
"Posters and Posters with hangers","SmallSizes (in.) 5 × 7, 8 × 10, 10 × 10, 11 × 14, 12 × 12, 12 × 16, 14 × 14, 12 × 18, 16 × 16, 16 x 20, 18 × 18, 18 × 24.
 
Sizes (cm) 21 × 30, 30 × 40, 50 x 70.",USA,USD,4.99,0.4,24,0.25,,,,,,,
"Posters and Posters with hangers","SmallSizes (in.) 5 × 7, 8 × 10, 10 × 10, 11 × 14, 12 × 12, 12 × 16, 14 × 14, 12 × 18, 16 × 16, 16 x 20, 18 × 18, 18 × 24.
 
Sizes (cm) 21 × 30, 30 × 40, 50 x 70.",Europe,USD,5.79,0.3,24,0.25,,,,,,,
"Posters and Posters with hangers","SmallSizes (in.) 5 × 7, 8 × 10, 10 × 10, 11 × 14, 12 × 12, 12 × 16, 14 × 14, 12 × 18, 16 × 16, 16 x 20, 18 × 18, 18 × 24.
 
Sizes (cm) 21 × 30, 30 × 40, 50 x 70.",UK,USD,5.79,0.3,24,0.25,,,,,,,
"Posters and Posters with hangers","SmallSizes (in.) 5 × 7, 8 × 10, 10 × 10, 11 × 14, 12 × 12, 12 × 16, 14 × 14, 12 × 18, 16 × 16, 16 x 20, 18 × 18, 18 × 24.
 
Sizes (cm) 21 × 30, 30 × 40, 50 x 70.","EFTA States",USD,10.49,0.4,,,,,,,,,
"Posters and Posters with hangers","SmallSizes (in.) 5 × 7, 8 × 10, 10 × 10, 11 × 14, 12 × 12, 12 × 16, 14 × 14, 12 × 18, 16 × 16, 16 x 20, 18 × 18, 18 × 24.
 
Sizes (cm) 21 × 30, 30 × 40, 50 x 70.",Canada,USD,5.69,0.3,,,,,,,,,
"Posters and Posters with hangers","SmallSizes (in.) 5 × 7, 8 × 10, 10 × 10, 11 × 14, 12 × 12, 12 × 16, 14 × 14, 12 × 18, 16 × 16, 16 x 20, 18 × 18, 18 × 24.
 
Sizes (cm) 21 × 30, 30 × 40, 50 x 70.","Australia / New Zealand",USD,6.69,0.3,,,,,,,,,
"Posters and Posters with hangers","SmallSizes (in.) 5 × 7, 8 × 10, 10 × 10, 11 × 14, 12 × 12, 12 × 16, 14 × 14, 12 × 18, 16 × 16, 16 x 20, 18 × 18, 18 × 24.
 
Sizes (cm) 21 × 30, 30 × 40, 50 x 70.",Japan,USD,6.49,1.3,,,,,,,,,
"Posters and Posters with hangers","SmallSizes (in.) 5 × 7, 8 × 10, 10 × 10, 11 × 14, 12 × 12, 12 × 16, 14 × 14, 12 × 18, 16 × 16, 16 x 20, 18 × 18, 18 × 24.
 
Sizes (cm) 21 × 30, 30 × 40, 50 x 70.",Brazil,USD,11.99,1,,,,,,,,,
"Posters and Posters with hangers","SmallSizes (in.) 5 × 7, 8 × 10, 10 × 10, 11 × 14, 12 × 12, 12 × 16, 14 × 14, 12 × 18, 16 × 16, 16 x 20, 18 × 18, 18 × 24.
 
Sizes (cm) 21 × 30, 30 × 40, 50 x 70.",Worldwide,USD,11.99,1,,,,,,,,,
"Posters and Posters with hangers","MediumSize (in.) 20 × 30, 24 × 36.
 
Sizes (cm) 61 × 91, 70 × 100.",USA,USD,7.99,0.4,24,0.25,,,,,,,
"Posters and Posters with hangers","MediumSize (in.) 20 × 30, 24 × 36.
 
Sizes (cm) 61 × 91, 70 × 100.",Europe,USD,6.89,0.6,24,0.3,,,,,,,
"Posters and Posters with hangers","MediumSize (in.) 20 × 30, 24 × 36.
 
Sizes (cm) 61 × 91, 70 × 100.",UK,USD,6.39,0.5,24,0.3,,,,,,,
"Posters and Posters with hangers","MediumSize (in.) 20 × 30, 24 × 36.
 
Sizes (cm) 61 × 91, 70 × 100.","EFTA States",USD,10.99,0.4,,,,,,,,,
"Posters and Posters with hangers","MediumSize (in.) 20 × 30, 24 × 36.
 
Sizes (cm) 61 × 91, 70 × 100.",Canada,USD,6.99,0.3,,,,,,,,,
"Posters and Posters with hangers","MediumSize (in.) 20 × 30, 24 × 36.
 
Sizes (cm) 61 × 91, 70 × 100.","Australia / New Zealand",USD,7.19,0.3,,,,,,,,,
"Posters and Posters with hangers","MediumSize (in.) 20 × 30, 24 × 36.
 
Sizes (cm) 61 × 91, 70 × 100.",Japan,USD,7.19,1.45,,,,,,,,,
"Posters and Posters with hangers","MediumSize (in.) 20 × 30, 24 × 36.
 
Sizes (cm) 61 × 91, 70 × 100.",Brazil,USD,13.99,1,,,,,,,,,
"Posters and Posters with hangers","MediumSize (in.) 20 × 30, 24 × 36.
 
Sizes (cm) 61 × 91, 70 × 100.",Worldwide,USD,13.99,1,,,,,,,,,
"Posters and Posters with hangers","Small posters with hangersSizes (in.) 5× 7, 8 × 10, 10 × 10, 11 × 14, 12 × 12, 12 × 16, 14 × 14, 12 × 18, 16 × 16, 16 x 20, 18 × 18, 18 × 24.",USA,USD,5.19,4.99,24,4.99,,4.99,,4.99,,4.99,
"Posters and Posters with hangers","Small posters with hangersSizes (in.) 5× 7, 8 × 10, 10 × 10, 11 × 14, 12 × 12, 12 × 16, 14 × 14, 12 × 18, 16 × 16, 16 x 20, 18 × 18, 18 × 24.",Europe,USD,5.99,5.79,24,5.79,,5.79,,5.79,,5.79,
"Posters and Posters with hangers","Small posters with hangersSizes (in.) 5× 7, 8 × 10, 10 × 10, 11 × 14, 12 × 12, 12 × 16, 14 × 14, 12 × 18, 16 × 16, 16 x 20, 18 × 18, 18 × 24.",UK,USD,5.99,5.79,24,5.79,,5.79,,5.79,,5.79,
"Posters and Posters with hangers","Small posters with hangersSizes (in.) 5× 7, 8 × 10, 10 × 10, 11 × 14, 12 × 12, 12 × 16, 14 × 14, 12 × 18, 16 × 16, 16 x 20, 18 × 18, 18 × 24.","EFTA States",USD,10.89,10.49,,10.49,,10.49,,10.49,,10.49,
"Posters and Posters with hangers","Small posters with hangersSizes (in.) 5× 7, 8 × 10, 10 × 10, 11 × 14, 12 × 12, 12 × 16, 14 × 14, 12 × 18, 16 × 16, 16 x 20, 18 × 18, 18 × 24.",Canada,USD,5.89,5.69,,5.69,,5.69,,5.69,,5.69,
"Posters and Posters with hangers","Small posters with hangersSizes (in.) 5× 7, 8 × 10, 10 × 10, 11 × 14, 12 × 12, 12 × 16, 14 × 14, 12 × 18, 16 × 16, 16 x 20, 18 × 18, 18 × 24.","Australia / New Zealand",USD,6.39,6.19,,6.19,,6.19,,6.19,,6.19,
